2019-04-01 20:50:27,794 [agent1_neural_state1_1_wrapper] INFO: Import agent code from "agent_code/agent1_neural_state1/callbacks.py"
2019-04-01 20:50:29,817 [agent1_neural_state1_1_wrapper] INFO: Initialize agent code
2019-04-01 20:50:30,566 [agent1_neural_state1_1_wrapper] INFO: STARTING ROUND #1
2019-04-01 20:50:30,677 [agent1_neural_state1_1_wrapper] INFO: STARTING STEP 1
2019-04-01 20:50:30,695 [agent1_neural_state1_1_wrapper] INFO: Chose action UP after 0.018s of thinking
2019-04-01 20:50:30,838 [agent1_neural_state1_1_wrapper] INFO: STARTING STEP 2
2019-04-01 20:50:30,842 [agent1_neural_state1_1_wrapper] INFO: Chose action BOMB after 0.003s of thinking
2019-04-01 20:50:30,940 [agent1_neural_state1_1_wrapper] INFO: STARTING STEP 3
2019-04-01 20:50:30,944 [agent1_neural_state1_1_wrapper] INFO: Chose action WAIT after 0.003s of thinking
2019-04-01 20:50:31,048 [agent1_neural_state1_1_wrapper] INFO: STARTING STEP 4
2019-04-01 20:50:31,052 [agent1_neural_state1_1_wrapper] INFO: Chose action WAIT after 0.003s of thinking
2019-04-01 20:50:31,150 [agent1_neural_state1_1_wrapper] INFO: STARTING STEP 5
2019-04-01 20:50:31,154 [agent1_neural_state1_1_wrapper] INFO: Chose action DOWN after 0.004s of thinking
2019-04-01 20:50:31,252 [agent1_neural_state1_1_wrapper] INFO: STARTING STEP 6
2019-04-01 20:50:31,257 [agent1_neural_state1_1_wrapper] INFO: Chose action LEFT after 0.004s of thinking
2019-04-01 20:50:31,358 [agent1_neural_state1_1_wrapper] INFO: STARTING STEP 7
2019-04-01 20:50:31,363 [agent1_neural_state1_1_wrapper] INFO: Chose action WAIT after 0.004s of thinking
2019-04-01 20:50:31,462 [agent1_neural_state1_1_wrapper] INFO: STARTING STEP 8
2019-04-01 20:50:31,467 [agent1_neural_state1_1_wrapper] INFO: Chose action BOMB after 0.004s of thinking
2019-04-01 20:50:31,565 [agent1_neural_state1_1_wrapper] INFO: STARTING STEP 9
2019-04-01 20:50:31,568 [agent1_neural_state1_1_wrapper] INFO: Chose action WAIT after 0.004s of thinking
2019-04-01 20:50:31,668 [agent1_neural_state1_1_wrapper] INFO: STARTING STEP 10
2019-04-01 20:50:31,674 [agent1_neural_state1_1_wrapper] INFO: Chose action WAIT after 0.004s of thinking
2019-04-01 20:50:31,774 [agent1_neural_state1_1_wrapper] INFO: STARTING STEP 11
2019-04-01 20:50:31,778 [agent1_neural_state1_1_wrapper] INFO: Chose action RIGHT after 0.004s of thinking
2019-04-01 20:50:31,876 [agent1_neural_state1_1_wrapper] INFO: STARTING STEP 12
2019-04-01 20:50:31,879 [agent1_neural_state1_1_wrapper] INFO: Chose action UP after 0.003s of thinking
2019-04-01 20:50:31,979 [agent1_neural_state1_1_wrapper] INFO: STARTING STEP 13
2019-04-01 20:50:31,984 [agent1_neural_state1_1_wrapper] INFO: Chose action WAIT after 0.004s of thinking
2019-04-01 20:50:32,084 [agent1_neural_state1_1_wrapper] INFO: STARTING STEP 14
2019-04-01 20:50:32,088 [agent1_neural_state1_1_wrapper] INFO: Chose action UP after 0.003s of thinking
2019-04-01 20:50:32,190 [agent1_neural_state1_1_wrapper] INFO: STARTING STEP 15
2019-04-01 20:50:32,195 [agent1_neural_state1_1_wrapper] INFO: Chose action BOMB after 0.004s of thinking
2019-04-01 20:50:32,294 [agent1_neural_state1_1_wrapper] INFO: STARTING STEP 16
2019-04-01 20:50:32,299 [agent1_neural_state1_1_wrapper] INFO: Chose action WAIT after 0.005s of thinking
2019-04-01 20:50:32,398 [agent1_neural_state1_1_wrapper] INFO: STARTING STEP 17
2019-04-01 20:50:32,402 [agent1_neural_state1_1_wrapper] INFO: Chose action DOWN after 0.003s of thinking
2019-04-01 20:50:32,503 [agent1_neural_state1_1_wrapper] INFO: STARTING STEP 18
